"Customer ID","Max(Order Date)","Unique count(Order ID)","Sum(Sales)","First(Segment)","First(Customer Name)"
"JF-15355","2014-12-18",22,7343.566000000002,"Consumer","Jay Fein"
"JF-15415","2014-12-29",23,14717.465879999996,"Consumer","Jennifer Ferguson"
"JF-15490","2014-12-27",30,9234.53286,"Consumer","Jeremy Farry"
"JF-15565","2014-12-30",29,19844.148660000003,"Consumer","Jill Fjeld"
"JF-5190","2014-08-04",8,3510.1680000000006,"Consumer","Jamie Frazer"
"JF-5295","2014-10-29",8,2433.942,"Consumer","Jason Fortune-"
"JF-5355","2014-09-26",9,3475.7639999999997,"Consumer","Jay Fein"
"JF-5415","2014-11-24",11,8227.02,"Consumer","Jennifer Ferguson"
"JF-5490","2014-09-23",7,1487.385,"Consumer","Jeremy Farry"
"JF-5565","2013-11-06",6,3776.700000000001,"Consumer","Jill Fjeld"
"JG-15115","2014-10-24",19,12801.825879999997,"Consumer","Jack Garza"
"JG-15160","2014-12-30",32,19963.410000000007,"Consumer","James Galang"
"JG-15310","2014-12-29",24,12733.703899999997,"Corporate","Jason Gross"
"JG-15805","2014-12-31",37,22015.386200000015,"Corporate","John Grady"
"JG-5115","2014-12-26",9,2907.6780000000003,"Consumer","Jack Garza"
"JG-5160","2014-12-15",8,1588.1159999999998,"Consumer","James Galang"
"JG-5310","2014-11-18",5,836.994,"Corporate","Jason Gross"
"JG-5805","2014-08-20",3,208.38000000000002,"Corporate","John Grady"
"JH-15430","2014-12-26",31,11806.196300000005,"Consumer","Jennifer Halladay"
"JH-15820","2014-12-18",31,23586.72049999999,"Consumer","John Huston"
"JH-15910","2014-11-20",32,12532.7177,"Consumer","Jonathan Howell"
"JH-15985","2014-12-20",38,18863.4044,"Consumer","Joseph Holt"
"JH-16180","2014-11-11",31,18267.0064,"Consumer","Justin Hirsh"
"JH-5430","2014-12-24",9,883.476,"Consumer","Jennifer Halladay"
"JH-5820","2014-11-19",7,2359.0109999999995,"Consumer","John Huston"
"JH-5910","2014-11-21",8,4013.9939999999992,"Consumer","Jonathan Howell"
"JH-5985","2014-11-09",7,2073.48,"Consumer","Joseph Holt"
"JH-6180","2014-12-04",9,5651.895,"Consumer","Justin Hirsh"
"JJ-15445","2014-11-28",19,9696.847399999997,"Consumer","Jennifer Jackson"
"JJ-15760","2014-12-29",28,18103.641080000005,"Home Office","Joel Jenkins"
"JJ-5445","2014-12-12",6,2490.2039999999997,"Consumer","Jennifer Jackson"
"JJ-5760","2014-04-07",6,1890.126,"Home Office","Joel Jenkins"
"JK-15205","2014-10-31",24,10917.001199999999,"Consumer","Jamie Kunitz"
"JK-15325","2014-10-15",28,17000.84332,"Corporate","Jason Klamczynski"
"JK-15370","2014-12-30",27,10189.514040000004,"Consumer","Jay Kimmel"
"JK-15625","2014-12-30",27,12754.408099999995,"Consumer","Jim Karlsson"
"JK-15640","2014-12-31",26,12637.4495,"Home Office","Jim Kriz"
"JK-15730","2014-11-13",34,20825.891999999996,"Consumer","Joe Kamberova"
"JK-16090","2014-12-23",33,21918.73683999999,"Consumer","Juliana Krohn"
"JK-16120","2014-09-25",26,13134.716639999997,"Home Office","Julie Kriz"
"JK-5205","2013-05-19",5,1617.6,"Consumer","Jamie Kunitz"
"JK-5325","2013-09-27",3,203.38799999999998,"Corporate","Jason Klamczynski"
"JK-5370","2014-08-09",6,3211.452,"Consumer","Jay Kimmel"
"JK-5625","2014-02-18",8,4364.763,"Consumer","Jim Karlsson"
"JK-5640","2014-07-11",4,428.43,"Home Office","Jim Kriz"
"JK-5730","2013-09-04",6,5862.87,"Consumer","Joe Kamberova"
"JK-6090","2014-12-19",5,1215.516,"Consumer","Juliana Krohn"
"JK-6120","2014-08-13",6,2513.07,"Home Office","Julie Kriz"
"JL-15130","2014-12-23",28,12908.499140000002,"Consumer","Jack Lebron"
"JL-15175","2014-12-25",27,13499.87246,"Home Office","James Lanier"
"JL-15235","2014-12-18",24,18557.359639999988,"Consumer","Janet Lee"
"JL-15505","2014-12-01",22,8631.695000000002,"Consumer","Jeremy Lonsdale"
"JL-15835","2014-12-10",30,22594.042999999998,"Consumer","John Lee"
"JL-15850","2014-11-17",22,8497.679999999998,"Consumer","John Lucas"
"JL-5130","2014-06-17",12,5765.400000000003,"Consumer","Jack Lebron"
"JL-5175","2014-08-29",5,1353.09,"Home Office","James Lanier"
"JL-5235","2014-12-30",4,1751.7119999999998,"Consumer","Janet Lee"
"JL-5505","2014-01-24",3,2729.3399999999997,"Consumer","Jeremy Lonsdale"
"JL-5835","2014-11-07",7,3388.275,"Consumer","John Lee"
"JL-5850","2013-02-02",4,2003.5980000000002,"Consumer","John Lucas"
"JM-15250","2014-11-26",24,15594.461819999993,"Consumer","Janet Martin"
"JM-15265","2014-11-24",29,15036.5537,"Corporate","Janet Molinari"
"JM-15535","2014-12-17",20,6942.4029999999975,"Consumer","Jessica Myrick"
"JM-15580","2014-12-31",24,13295.856999999998,"Consumer","Jill Matthias"
"JM-15655","2014-12-23",34,16294.727059999997,"Corporate","Jim Mitchum"
"JM-15865","2014-10-24",29,20841.946500000005,"Consumer","John Murray"
"JM-16195","2014-11-04",25,7825.5646,"Consumer","Justin MacKendrick"
"JM-5250","2014-12-25",5,2424.201,"Consumer","Janet Martin"
"JM-5265","2014-09-02",4,1131.912,"Corporate","Janet Molinari"
"JM-5535","2014-05-02",5,847.8269999999999,"Consumer","Jessica Myrick"
"JM-5580","2014-11-12",5,880.323,"Consumer","Jill Matthias"
"JM-5655","2014-08-31",8,3602.67,"Corporate","Jim Mitchum"
"JM-5865","2014-10-22",6,1544.268,"Consumer","John Murray"
"JM-6195","2014-12-19",8,1200.4920000000002,"Consumer","Justin MacKendrick"
"JO-15145","2014-11-04",23,10440.975999999997,"Corporate","Jack O'Briant"
"JO-15280","2014-12-17",21,7123.565100000002,"Consumer","Jas O'Carroll"
"JO-15550","2014-10-21",19,4002.8939999999993,"Home Office","Jesus Ocampo"
"JO-5145","2014-12-26",6,2904.7140000000004,"Corporate","Jack O'Briant"
"JO-5280","2014-12-12",4,1694.8499999999997,"Consumer","Jas O'Carroll"
"JO-5550","2014-12-19",9,4203.779999999999,"Home Office","Jesus Ocampo"
"JP-15460","2014-11-25",26,10916.369820000002,"Corporate","Jennifer Patt"
"JP-15520","2014-12-23",26,16429.049959999997,"Consumer","Jeremy Pistek"
"JP-16135","2014-11-18",34,10163.508600000001,"Home Office","Julie Prescott"
"JP-5460","2014-06-26",10,3294.0179999999996,"Corporate","Jennifer Patt"
"JP-5520","2014-09-10",4,2227.5240000000003,"Consumer","Jeremy Pistek"
"JP-6135","2014-12-05",8,4432.649999999998,"Home Office","Julie Prescott"
"JR-15670","2014-12-19",20,13338.091600000003,"Consumer","Jim Radford"
"JR-15700","2014-12-24",18,9568.319759999998,"Consumer","Jocasta Rupert"
"JR-16210","2014-12-13",21,12589.959000000003,"Corporate","Justin Ritter"
"JR-5670","2014-08-25",6,2585.033999999999,"Consumer","Jim Radford"
"JR-5700","2014-12-18",6,1673.1630000000002,"Consumer","Jocasta Rupert"
"JR-6210","2014-11-24",6,1033.2900000000002,"Corporate","Justin Ritter"
"JS-15595","2014-12-26",18,9334.6385,"Corporate","Jill Stevenson"
"JS-15685","2014-11-21",26,14338.519500000006,"Corporate","Jim Sink"
"JS-15880","2014-12-20",20,10443.100100000005,"Consumer","John Stevenson"
"JS-15940","2014-12-26",15,3874.766000000001,"Home Office","Joni Sundaresam"
"JS-16030","2014-12-10",32,19218.81298,"Consumer","Joy Smith"
"JS-5595","2013-02-20",6,806.6909999999999,"Corporate","Jill Stevenson"
"JS-5685","2014-08-11",5,1944.0600000000002,"Corporate","Jim Sink"
"JS-5880","2014-06-06",6,1745.997,"Consumer","John Stevenson"
"JS-5940","2014-12-08",13,2927.3400000000006,"Home Office","Joni Sundaresam"
"JS-6030","2014-05-27",4,1573.0380000000002,"Consumer","Joy Smith"
"JW-15220","2014-12-19",34,23103.7263,"Corporate","Jane Waco"
"JW-15955","2014-12-26",30,10640.8287,"Consumer","Joni Wasserman"
"JW-16075","2014-12-30",25,19852.773000000012,"Consumer","Julia West"
"JW-5220","2014-09-22",6,7184.723999999999,"Corporate","Jane Waco"
"JW-5955","2014-09-16",2,307.8,"Consumer","Joni Wasserman"
"JW-6075","2014-04-09",4,747.21,"Consumer","Julia West"
"KA-16525","2014-12-15",35,17426.980119999993,"Consumer","Kelly Andreada"
"KA-6525","2014-09-29",7,1429.8840000000002,"Consumer","Kelly Andreada"
"KB-16240","2014-12-27",27,9900.697999999995,"Corporate","Karen Bern"
"KB-16315","2014-12-29",29,14542.762279999995,"Consumer","Karl Braun"
"KB-16405","2014-12-12",28,13786.0925,"Home Office","Katrina Bavinger"
"KB-16585","2014-09-29",27,16385.74949999999,"Corporate","Ken Black"
"KB-16600","2014-12-30",25,10295.956699999999,"Corporate","Ken Brennan"
"KB-6240","2014-06-13",7,1945.3199999999997,"Corporate","Karen Bern"
"KB-6315","2014-12-09",11,2957.715,"Consumer","Karl Braun"
"KB-6405","2013-12-09",3,238.548,"Home Office","Katrina Bavinger"
"KB-6585","2013-12-25",2,216.78000000000003,"Corporate","Ken Black"
"KB-6600","2014-12-22",11,1167.7379999999996,"Corporate","Ken Brennan"
"KC-16255","2014-11-17",27,9321.964300000003,"Corporate","Karen Carlisle"
"KC-16540","2014-11-20",25,18897.130259999994,"Consumer","Kelly Collister"
"KC-16675","2014-12-29",23,13531.281039999998,"Corporate","Kimberly Carter"
"KC-6255","2014-11-04",8,1094.3580000000002,"Corporate","Karen Carlisle"
"KC-6540","2014-11-28",7,505.8929999999999,"Consumer","Kelly Collister"
"KC-6675","2014-12-12",3,391.842,"Corporate","Kimberly Carter"
"KD-16270","2014-11-25",29,23204.267499999998,"Consumer","Karen Daniels"
"KD-16345","2014-11-20",15,11157.040400000002,"Consumer","Katherine Ducich"
"KD-16495","2014-11-15",36,24996.503100000005,"Corporate","Keith Dawkins"
"KD-16615","2014-10-17",24,12348.443620000005,"Corporate","Ken Dana"
"KD-6270","2012-10-11",1,813.06,"Consumer","Karen Daniels"
"KD-6345","2014-11-04",6,536.46,"Consumer","Katherine Ducich"
"KD-6495","2013-11-28",4,1454.7600000000002,"Corporate","Keith Dawkins"
"KD-6615","2014-06-28",3,205.98,"Corporate","Ken Dana"
"KE-16420","2014-12-05",31,12928.686719999998,"Corporate","Katrina Edelman"
"KE-6420","2014-04-24",4,622.452,"Corporate","Katrina Edelman"
"KF-16285","2014-11-24",21,15164.868500000002,"Home Office","Karen Ferguson"
"KF-6285","2014-11-29",9,3100.1519999999996,"Home Office","Karen Ferguson"
"KH-16330","2014-12-15",26,15045.644499999997,"Corporate","Katharine Harms"
"KH-16360","2014-12-30",28,9983.509400000003,"Consumer","Katherine Hughes"
"KH-16510","2014-12-09",26,15340.396,"Consumer","Keith Herrera"
"KH-16630","2014-12-23",27,7220.704560000003,"Corporate","Ken Heidel"
"KH-16690","2014-12-29",39,18158.46009999999,"Corporate","Kristen Hastings"
"KH-6330","2014-12-12",13,3371.2080000000005,"Corporate","Katharine Harms"
"KH-6360","2014-09-22",7,2221.365,"Consumer","Katherine Hughes"
"KH-6510","2014-12-16",7,1544.34,"Consumer","Keith Herrera"
"KH-6630","2014-02-08",5,1795.8660000000002,"Corporate","Ken Heidel"
"KH-6690","2014-05-07",7,1696.014,"Corporate","Kristen Hastings"
"KL-16555","2014-12-16",26,12064.387699999996,"Corporate","Kelly Lampkin"
"KL-16645","2014-11-14",28,22553.108499999995,"Consumer","Ken Lonsdale"
"KL-6555","2014-07-09",7,2184.0600000000004,"Corporate","Kelly Lampkin"
"KL-6645","2014-12-31",5,1576.2960000000003,"Consumer","Ken Lonsdale"
"KM-16225","2014-12-31",18,7754.551599999996,"Corporate","Kalyca Meade"
"KM-16375","2014-12-29",28,16394.460640000005,"Home Office","Katherine Murray"
"KM-16660","2014-12-16",29,10785.262600000004,"Consumer","Khloe Miller"
"KM-16720","2014-12-03",23,14041.020000000002,"Consumer","Kunst Miller"
"KM-6225","2013-12-25",3,891.363,"Corporate","Kalyca Meade"
"KM-6375","2014-02-13",5,2124.699,"Home Office","Katherine Murray"
"KM-6660","2014-12-01",3,188.54399999999998,"Consumer","Khloe Miller"
"KM-6720","2014-01-16",3,2928.6539999999995,"Consumer","Kunst Miller"
"KN-16390","2014-12-12",29,19350.146340000014,"Corporate","Katherine Nockton"
"KN-16450","2014-11-24",26,16294.698100000003,"Corporate","Kean Nguyen"
"KN-16705","2014-09-24",19,5884.778000000001,"Home Office","Kristina Nunn"
"KN-6390","2014-04-02",3,318.72,"Corporate","Katherine Nockton"
"KN-6450","2014-09-29",8,1767.282,"Corporate","Kean Nguyen"
"KN-6705","2014-08-30",5,4830.857999999999,"Home Office","Kristina Nunn"
"KS-16300","2014-11-26",21,5103.363179999999,"Corporate","Karen Seio"
"KS-6300","2014-09-16",4,221.60999999999999,"Corporate","Karen Seio"
"KT-16465","2014-11-18",32,15725.0362,"Consumer","Kean Takahito"
"KT-16480","2014-12-04",20,6240.6521,"Consumer","Kean Thornton"
"KT-6465","2014-09-17",7,1532.124,"Consumer","Kean Takahito"
"KT-6480","2014-10-08",7,2119.7400000000002,"Consumer","Kean Thornton"
"KW-16435","2014-12-05",23,15319.965600000001,"Consumer","Katrina Willman"
"KW-16570","2014-12-09",34,9256.055299999998,"Consumer","Kelly Williams"
"KW-6435","2014-08-06",4,427.28999999999996,"Consumer","Katrina Willman"
"KW-6570","2014-11-13",6,2577.72,"Consumer","Kelly Williams"
"LA-16780","2014-12-18",34,24273.001900000003,"Corporate","Laura Armstrong"
"LA-6780","2014-12-30",12,3589.4399999999996,"Corporate","Laura Armstrong"
"LB-16735","2014-12-22",29,12686.039219999993,"Consumer","Larry Blacks"
"LB-16795","2014-11-22",31,24308.498219999976,"Home Office","Laurel Beltran"
"LB-6735","2014-08-16",7,1897.95,"Consumer","Larry Blacks"
"LB-6795","2014-11-05",8,1796.1150000000002,"Home Office","Laurel Beltran"
"LC-16870","2014-12-04",21,9783.14036,"Consumer","Lena Cacioppo"
"LC-16885","2014-12-15",29,17058.814399999996,"Consumer","Lena Creighton"
"LC-16930","2014-11-20",26,11660.694960000003,"Corporate","Linda Cazamias"
"LC-16960","2014-12-29",22,11812.097500000003,"Home Office","Lindsay Castell"
"LC-17050","2014-12-27",23,12933.873820000003,"Consumer","Liz Carlisle"
"LC-17140","2014-12-18",30,12841.863759999995,"Consumer","Logan Currie"
"LC-6870","2014-12-08",8,1220.451,"Consumer","Lena Cacioppo"
"LC-6885","2014-06-05",9,1828.086,"Consumer","Lena Creighton"
"LC-6930","2014-10-21",9,5080.689000000001,"Corporate","Linda Cazamias"
"LC-6960","2014-06-23",8,2487.4019999999996,"Home Office","Lindsay Castell"
"LC-7050","2014-12-25",7,7193.652,"Consumer","Liz Carlisle"
"LC-7140","2014-12-15",6,2954.4299999999994,"Consumer","Logan Currie"
"LD-16855","2014-11-19",30,13361.932579999992,"Corporate","Lela Donovan"
"LD-17005","2014-11-12",27,11461.654639999999,"Consumer","Lisa DeCherney"
"LD-6855","2014-10-12",8,2822.706,"Corporate","Lela Donovan"
"LD-7005","2014-11-18",6,361.686,"Consumer","Lisa DeCherney"
"LE-16810","2014-12-17",24,10429.253699999994,"Consumer","Laurel Elliston"
"LE-6810","2014-10-29",6,1049.5199999999998,"Consumer","Laurel Elliston"
"LF-17185","2014-12-09",22,12864.7205,"Consumer","Luke Foster"
"LF-7185","2014-07-07",5,556.5179999999999,"Consumer","Luke Foster"
"LH-16750","2014-12-19",22,7945.0902000000015,"Consumer","Larry Hughes"
"LH-16900","2014-12-10",29,12098.377279999997,"Consumer","Lena Hernandez"
"LH-17020","2014-11-20",18,8189.785800000001,"Consumer","Lisa Hazard"
"LH-17155","2014-10-17",29,14063.489799999998,"Consumer","Logan Haushalter"
"LH-6750","2014-08-28",5,745.6500000000001,"Consumer","Larry Hughes"
"LH-6900","2014-02-28",3,840.7919999999999,"Consumer","Lena Hernandez"
"LH-7020","2014-11-03",3,973.212,"Consumer","Lisa Hazard"
"LH-7155","2014-08-26",8,3228.750000000001,"Consumer","Logan Haushalter"
"LL-16840","2014-12-05",26,11287.784059999998,"Consumer","Lauren Leatherbury"
"LL-6840","2014-11-26",9,3649.1520000000005,"Consumer","Lauren Leatherbury"
"LM-17065","2014-10-08",18,9249.383,"Consumer","Liz MacKendrick"
"LM-7065","2014-12-24",4,6280.470000000001,"Consumer","Liz MacKendrick"
"LO-17170","2014-12-29",28,11256.3236,"Corporate","Lori Olson"
"LO-7170","2014-12-27",7,2281.185,"Corporate","Lori Olson"
"LP-17080","2014-11-21",24,7631.9895,"Consumer","Liz Pelletier"
"LP-17095","2014-12-22",26,15598.151599999988,"Consumer","Liz Preis"
"LP-7080","2014-06-30",7,1831.338,"Consumer","Liz Pelletier"
"LP-7095","2014-12-31",4,1011.36,"Consumer","Liz Preis"
"LR-16915","2014-12-05",26,22434.087559999974,"Consumer","Lena Radford"
"LR-17035","2014-11-16",26,16118.972199999998,"Corporate","Lisa Ryan"
"LR-6915","2013-02-15",3,468.65400000000005,"Consumer","Lena Radford"
"LR-7035","2014-09-16",9,2677.980000000001,"Corporate","Lisa Ryan"
"LS-16945","2014-12-04",20,10420.117760000001,"Corporate","Linda Southworth"
"LS-16975","2014-12-11",22,8646.9157,"Home Office","Lindsay Shagiari"
"LS-17200","2014-12-16",24,14643.501220000006,"Corporate","Luke Schmidt"
"LS-17230","2014-12-27",24,10577.17148,"Consumer","Lycoris Saunders"
"LS-17245","2014-11-27",24,10758.988000000001,"Consumer","Lynn Smith"
"LS-6945","2014-12-25",12,2726.0340000000006,"Corporate","Linda Southworth"
"LS-6975","2014-07-06",5,716.184,"Home Office","Lindsay Shagiari"
"LS-7200","2013-12-13",4,340.656,"Corporate","Luke Schmidt"
"LS-7230","2014-09-23",10,1164.348,"Consumer","Lycoris Saunders"
"LS-7245","2014-05-28",6,953.1510000000001,"Consumer","Lynn Smith"
"LT-16765","2014-12-25",30,17253.782939999994,"Consumer","Larry Tron"
"LT-17110","2014-11-27",26,12986.77316,"Consumer","Liz Thompson"
"LT-6765","2014-12-23",4,1365.33,"Consumer","Larry Tron"
"LT-7110","2014-11-06",6,8234.993999999999,"Consumer","Liz Thompson"
"LW-16825","2014-12-09",20,9990.855239999997,"Corporate","Laurel Workman"
"LW-16990","2014-12-08",23,9111.849500000004,"Corporate","Lindsay Williams"
"LW-17125","2014-11-20",16,5369.268999999998,"Consumer","Liz Willingham"
"LW-17215","2014-12-10",24,10529.491440000002,"Consumer","Luke Weiss"
"LW-6825","2014-11-29",11,881.7540000000001,"Corporate","Laurel Workman"
"LW-6990","2014-12-17",11,1869.7710000000002,"Corporate","Lindsay Williams"
"LW-7125","2014-11-28",9,2677.340999999999,"Consumer","Liz Willingham"
"LW-7215","2014-08-21",5,1522.0139999999997,"Consumer","Luke Weiss"
"MA-17560","2014-10-28",24,10813.791879999993,"Home Office","Matt Abelman"
"MA-17995","2014-11-19",22,10006.450340000001,"Home Office","Michelle Arnett"
"MA-7560","2014-05-13",4,1628.1660000000002,"Home Office","Matt Abelman"
"MA-7995","2014-12-15",11,1928.007,"Home Office","Michelle Arnett"
"MB-17305","2014-12-30",27,16729.345319999997,"Consumer","Maria Bertelson"
"MB-18085","2014-11-17",30,14744.230880000003,"Consumer","Mick Brown"
"MB-7305","2014-12-09",8,4874.589000000001,"Consumer","Maria Bertelson"
"MB-8085","2014-12-20",8,1703.5079999999994,"Consumer","Mick Brown"
"MC-17275","2014-11-17",34,11680.049500000001,"Consumer","Marc Crier"
"MC-17425","2014-12-08",30,15055.405180000002,"Corporate","Mark Cousins"
"MC-17575","2014-12-04",33,14281.65306,"Consumer","Matt Collins"
"MC-17590","2014-11-10",25,10118.841679999996,"Corporate","Matt Collister"
"MC-17605","2014-11-12",26,13019.201899999998,"Corporate","Matt Connell"
"MC-17635","2014-12-26",34,21113.510700000003,"Corporate","Matthew Clasen"
"MC-17845","2014-12-30",31,14947.88402,"Consumer","Michael Chen"
"MC-18100","2014-11-20",33,11353.7466,"Consumer","Mick Crebagga"
"MC-18130","2014-11-10",23,8532.702999999998,"Corporate","Mike Caudle"
"MC-7275","2014-05-10",5,4301.043,"Consumer","Marc Crier"
"MC-7425","2014-11-26",5,1489.8509999999999,"Corporate","Mark Cousins"
"MC-7575","2014-12-22",8,3619.188,"Consumer","Matt Collins"
"MC-7590","2014-01-29",3,1554.06,"Corporate","Matt Collister"
"MC-7605","2014-06-19",2,208.41,"Corporate","Matt Connell"
"MC-7635","2013-03-07",4,695.2860000000001,"Corporate","Matthew Clasen"
"MC-7845","2014-11-27",4,991.728,"Consumer","Michael Chen"
"MC-8100","2014-09-18",3,659.3399999999999,"Consumer","Mick Crebagga"
"MC-8130","2014-03-19",5,826.3500000000001,"Corporate","Mike Caudle"
"MD-17350","2014-12-05",30,16455.32732,"Consumer","Maribeth Dona"
"MD-17860","2014-11-25",28,15575.648739999999,"Corporate","Michael Dominguez"
"MD-7350","2014-10-10",6,1374.198,"Consumer","Maribeth Dona"
"MD-7860","2014-09-19",5,6853.511999999999,"Corporate","Michael Dominguez"
"ME-17320","2014-12-26",30,24527.029000000002,"Home Office","Maria Etezadi"
"ME-17725","2014-12-03",28,7839.886600000001,"Consumer","Max Engle"
"ME-18010","2014-11-19",27,10547.631920000005,"Corporate","Michelle Ellison"
"ME-7320","2014-12-11",10,1720.188,"Home Office","Maria Etezadi"
"ME-7725","2014-12-20",11,2083.875,"Consumer","Max Engle"
"ME-8010","2013-12-04",1,160.5,"Corporate","Michelle Ellison"
"MF-17665","2014-11-10",29,13366.53134,"Corporate","Maureen Fritzler"
"MF-18250","2014-12-24",32,20425.2996,"Corporate","Monica Federle"
"MF-7665","2014-11-13",3,161.91,"Corporate","Maureen Fritzler"
"MF-8250","2014-10-30",6,1517.5500000000002,"Corporate","Monica Federle"
"MG-17650","2014-12-12",21,12717.269680000001,"Home Office","Matthew Grinstein"
"MG-17680","2014-11-25",28,16061.644099999998,"Home Office","Maureen Gastineau"
"MG-17695","2014-12-31",25,16221.626799999998,"Consumer","Maureen Gnade"
"MG-17875","2014-12-26",33,14452.820619999999,"Home Office","Michael Grace"
"MG-17890","2014-12-26",29,13162.2489,"Home Office","Michael Granlund"
"MG-18145","2014-12-29",24,18147.958199999997,"Consumer","Mike Gockenbach"
"MG-18205","2014-12-29",29,16362.8956,"Corporate","Mitch Gastineau"
"MG-7650","2013-08-23",1,301.71,"Home Office","Matthew Grinstein"
"MG-7680","2014-10-18",9,4298.477999999999,"Home Office","Maureen Gastineau"
"MG-7695","2014-01-30",7,2104.5959999999995,"Consumer","Maureen Gnade"
"MG-7875","2013-11-23",1,80.19,"Home Office","Michael Grace"
"MG-7890","2013-12-23",1,19.128,"Home Office","Michael Granlund"
"MG-8145","2014-03-25",3,5229.1140000000005,"Consumer","Mike Gockenbach"
"MG-8205","2014-12-30",7,1648.944,"Corporate","Mitch Gastineau"
"MH-17290","2014-11-24",25,13718.69666,"Home Office","Marc Harrigan"
"MH-17440","2014-12-23",25,7945.045800000002,"Corporate","Mark Haberlin"
"MH-17455","2014-11-07",27,9974.274720000001,"Consumer","Mark Hamilton"
"MH-17620","2014-12-08",20,11038.313779999999,"Corporate","Matt Hagelstein"
"MH-17785","2014-12-31",26,11676.13204,"Corporate","Maya Herman"
"MH-18025","2014-12-11",19,11753.702499999998,"Consumer","Michelle Huthwaite"
"MH-18115","2014-12-26",26,12017.105,"Home Office","Mick Hernandez"
"MH-7290","2012-12-24",3,1685.34,"Home Office","Marc Harrigan"
"MH-7440","2014-09-26",8,3357.7799999999997,"Corporate","Mark Haberlin"
"MH-7455","2014-09-30",10,4747.371,"Consumer","Mark Hamilton"
"MH-7620","2014-04-30",7,1179.6660000000002,"Corporate","Matt Hagelstein"
"MH-7785","2014-12-24",9,1914.834,"Corporate","Maya Herman"
"MH-8025","2014-12-17",9,1095.426,"Consumer","Michelle Huthwaite"
"MH-8115","2014-11-03",7,1260.7019999999998,"Home Office","Mick Hernandez"
"MJ-17740","2014-12-10",26,15347.655,"Consumer","Max Jones"
"MJ-7740","2014-07-25",4,883.578,"Consumer","Max Jones"
"MK-17905","2014-12-10",31,13202.448900000003,"Corporate","Michael Kennedy"
"MK-18160","2014-12-09",20,9985.388799999997,"Consumer","Mike Kennedy"
"MK-7905","2014-08-04",11,1244.955,"Corporate","Michael Kennedy"
"MK-8160","2014-11-21",10,2697.0659999999993,"Consumer","Mike Kennedy"
"ML-17395","2014-12-31",25,14507.079479999995,"Corporate","Marina Lichtenstein"
"ML-17410","2014-11-28",30,14981.704299999998,"Consumer","Maris LaWare"
"ML-17755","2014-12-30",28,14425.104399999991,"Home Office","Max Ludwig"
"ML-18040","2014-12-24",19,8677.599,"Corporate","Michelle Lonsdale"
"ML-18265","2014-09-22",26,14674.001160000002,"Consumer","Muhammed Lee"
"ML-7395","2014-08-21",7,1049.4,"Corporate","Marina Lichtenstein"
"ML-7410","2014-07-15",3,193.13399999999996,"Consumer","Maris LaWare"
"ML-7755","2014-12-05",7,1108.5000000000002,"Home Office","Max Ludwig"
"ML-8040","2014-11-17",7,1690.8960000000002,"Corporate","Michelle Lonsdale"
"ML-8265","2014-12-23",9,1170.72,"Consumer","Muhammed Lee"
"MM-17260","2014-12-27",26,15713.718119999998,"Consumer","Magdelene Morse"
"MM-17920","2014-12-24",33,20383.654000000002,"Consumer","Michael Moore"
"MM-18055","2014-12-16",25,11163.586999999998,"Consumer","Michelle Moray"
"MM-18280","2014-12-19",25,7134.304000000001,"Corporate","Muhammed MacIntyre"
"MM-7260","2014-08-22",5,5510.357999999998,"Consumer","Magdelene Morse"
"MM-7920","2014-12-03",6,1350.03,"Consumer","Michael Moore"
"MM-8055","2014-11-28",8,1924.911,"Consumer","Michelle Moray"
"MM-8280","2014-10-21",10,3586.6949999999997,"Corporate","Muhammed MacIntyre"
"MN-17935","2014-12-23",21,12870.934119999998,"Consumer","Michael Nguyen"
"MN-7935","2014-12-01",6,2175.33,"Consumer","Michael Nguyen"
"MO-17500","2014-11-25",24,10314.4082,"Consumer","Mary O'Rourke"
"MO-17800","2014-12-25",25,13709.1228,"Home Office","Meg O'Connel"
"MO-17950","2014-12-25",14,4527.391999999999,"Consumer","Michael Oakman"
"MO-7500","2014-03-25",5,810.87,"Consumer","Mary O'Rourke"
"MO-7800","2014-12-17",9,4294.266,"Home Office","Meg O'Connel"
"MO-7950","2014-09-24",3,933.192,"Consumer","Michael Oakman"
"MP-17470","2014-12-26",28,12928.802800000007,"Home Office","Mark Packer"
"MP-17965","2014-12-04",39,17228.497699999996,"Corporate","Michael Paige"
"MP-18175","2014-12-15",36,22045.252800000013,"Home Office","Mike Pelletier"
"MP-7470","2013-07-06",2,58.11,"Home Office","Mark Packer"
"MP-7965","2014-06-18",8,567.093,"Corporate","Michael Paige"
"MP-8175","2014-10-02",6,2169.174,"Home Office","Mike Pelletier"
"MR-17545","2014-09-25",23,19246.712299999996,"Home Office","Mathew Reese"
"MR-7545","2014-09-22",6,2325.2400000000002,"Home Office","Mathew Reese"
"MS-17365","2014-12-26",34,20317.006699999987,"Consumer","Maribeth Schnelling"
"MS-17530","2014-12-16",25,13335.042360000003,"Consumer","MaryBeth Skach"
"MS-17710","2014-12-02",26,8500.630260000002,"Consumer","Maurice Satty"
"MS-17770","2014-11-27",36,17382.93504000001,"Consumer","Maxwell Schwartz"
"MS-17830","2014-12-08",26,11783.397300000002,"Consumer","Melanie Seite"
"MS-17980","2014-12-05",27,16210.5722,"Corporate","Michael Stewart"
"MS-7365","2014-09-11",5,1365.54,"Consumer","Maribeth Schnelling"
